Id,Label
Cary-Hiroyuki Tagawa,Cary-Hiroyuki Tagawa
Casey Affleck,Casey Affleck
Cassie Ventura,Cassie Ventura
Cate Blanchett,Cate Blanchett
Catherine B̩gin,Catherine B̩gin
Catherine Keener,Catherine Keener
Catinca Untaru,Catinca Untaru
Chadwick Boseman,Chadwick Boseman
Channing Tatum,Channing Tatum
Charles S. Dutton,Charles S. Dutton
Charlie Cox,Charlie Cox
Charlie Day,Charlie Day
Charlie Hunnam,Charlie Hunnam
Charlie Tahan,Charlie Tahan
Charlize Theron,Charlize Theron
Charlotte Gainsbourg,Charlotte Gainsbourg
Charlotte Le Bon,Charlotte Le Bon
Chatchawai Kamonsakpitak,Chatchawai Kamonsakpitak
Chira Cassel,Chira Cassel
Chiwetel Ejiofor,Chiwetel Ejiofor
Chlo�� Grace Moretz,Chlo�� Grace Moretz
Chris Cooper,Chris Cooper
Chris Evans,Chris Evans
Chris Hemsworth,Chris Hemsworth
Chris Isaak,Chris Isaak
Chris Klein,Chris Klein
Chris Pine,Chris Pine
Chris Pratt,Chris Pratt
Chris Rock,Chris Rock
Christian Bale,Christian Bale
Christian Cooke,Christian Cooke
Christian Distefano,Christian Distefano
Christian Stolte,Christian Stolte
Christina Applegate,Christina Applegate
Christina Hendricks,Christina Hendricks
Christoph Waltz,Christoph Waltz
Christopher Carley,Christopher Carley
Christopher Evan Welch,Christopher Evan Welch
Christopher Fitzgerald,Christopher Fitzgerald
Christopher Lee,Christopher Lee
Christopher Mintz-Plasse,Christopher Mintz-Plasse
Christopher Plummer,Christopher Plummer
Christopher Walken,Christopher Walken
Christos Stergioglou,Christos Stergioglou
Ciar��n Hinds,Ciar��n Hinds
Cillian Murphy,Cillian Murphy
Claire Danes,Claire Danes
Clint Eastwood,Clint Eastwood
Clive Owen,Clive Owen
Cobie Smulders,Cobie Smulders
Cole Konis,Cole Konis
Colin Farrell,Colin Farrell
Colin Firth,Colin Firth
Colin Hanks,Colin Hanks
Colin Quinn,Colin Quinn
Colleen Camp,Colleen Camp
Colm Feore,Colm Feore
Colm Meaney,Colm Meaney
Colton Haynes,Colton Haynes
Common,Common
Connie Nielsen,Connie Nielsen
Connor Paolo,Connor Paolo
Corey Hawkins,Corey Hawkins
Corey Stoll,Corey Stoll
Cori Gonzalez-Macuer,Cori Gonzalez-Macuer
Courteney Cox,Courteney Cox
Courtney Halverson,Courtney Halverson
Craig Ferguson,Craig Ferguson
Craig Robinson,Craig Robinson
Craig T. Nelson,Craig T. Nelson
Craig Van Hook,Craig Van Hook
Crispin Glover,Crispin Glover
Cynthia Nixon,Cynthia Nixon
Daisy Ridley,Daisy Ridley
Dakota Blue Richards,Dakota Blue Richards
Dakota Fanning,Dakota Fanning
Dakota Goyo,Dakota Goyo
Dakota Johnson,Dakota Johnson
Dale Dickey,Dale Dickey
Dalia Hern��ndez,Dalia Hern��ndez
Damaine Radcliff,Damaine Radcliff
Damien Marzette,Damien Marzette
Damon Wayans Jr.,Damon Wayans Jr.
Dan Byrd,Dan Byrd
Dan Fogler,Dan Fogler
Dan Stevens,Dan Stevens
Dana Fuchs,Dana Fuchs
Dane Cook,Dane Cook
Daniel Br�_hl,Daniel Br�_hl
Daniel Craig,Daniel Craig
Daniel Day-Lewis,Daniel Day-Lewis
Daniel Franzese,Daniel Franzese
Daniel Henshall,Daniel Henshall
Daniel Olbrychski,Daniel Olbrychski
Daniel Radcliffe,Daniel Radcliffe
Daniella Kertesz,Daniella Kertesz
Danielle Panabaker,Danielle Panabaker
Danila Kozlovsky,Danila Kozlovsky
Danny Glover,Danny Glover
Danny Huston,Danny Huston
Danny McBride,Danny McBride
Danny Sapani,Danny Sapani
Danny Trejo,Danny Trejo
Darsheel Safary,Darsheel Safary
Dar�_o Grandinetti,Dar�_o Grandinetti
David Arquette,David Arquette
David Denman,David Denman
David Harbour,David Harbour
David James,David James
David Lyons,David Lyons
David Morse,David Morse
David Oyelowo,David Oyelowo
David Spade,David Spade
David Strathairn,David Strathairn
David Thewlis,David Thewlis
David Wenham,David Wenham
Dax Flame,Dax Flame
Dax Shepard,Dax Shepard
De'Shawn Washington,De'Shawn Washington
Dean Norris,Dean Norris
Dean Waite,Dean Waite
Deanna Dunagan,Deanna Dunagan
Deborah Kara Unger,Deborah Kara Unger
Demi Moore,Demi Moore
Demi��n Bichir,Demi��n Bichir
Dennis Quaid,Dennis Quaid
Denzel Washington,Denzel Washington
Derek Jacobi,Derek Jacobi
Derek Jeter,Derek Jeter
Derek Luke,Derek Luke
Derek Mears,Derek Mears
Dev Patel,Dev Patel
Devon Bostick,Devon Bostick
Diane Kruger,Diane Kruger
Diane Lane,Diane Lane
Dianna Agron,Dianna Agron
Dick Van Dyke,Dick Van Dyke
Diego Boneta,Diego Boneta
Diego Luna,Diego Luna
Dieter Laser,Dieter Laser
Djimon Hounsou,Djimon Hounsou
Dolph Lundgren,Dolph Lundgren
Domhnall Gleeson,Domhnall Gleeson
Dominic Cooper,Dominic Cooper
Dominic West,Dominic West
Dominique McElligott,Dominique McElligott
Don Cheadle,Don Cheadle
Don Thompson,Don Thompson
Donald Sutherland,Donald Sutherland
Donna Murphy,Donna Murphy
Doona Bae,Doona Bae
Doug Jones,Doug Jones
Dougie McConnell,Dougie McConnell
Drew Barrymore,Drew Barrymore
Dustin Hoffman,Dustin Hoffman
Dwayne Johnson,Dwayne Johnson
Dylan Minnette,Dylan Minnette
Dylan O'Brien,Dylan O'Brien
Ed Harris,Ed Harris
Ed Helms,Ed Helms
Ed Oxenbould,Ed Oxenbould
Eddie Baroo,Eddie Baroo
Eddie Marsan,Eddie Marsan
Eddie Redmayne,Eddie Redmayne
Edgar Ram�_rez,Edgar Ram�_rez
Edward Asner,Edward Asner
Edward Norton,Edward Norton
Edwin Wright,Edwin Wright
Elena Anaya,Elena Anaya
Eli Roth,Eli Roth
Elijah Smith,Elijah Smith
Elijah Wood,Elijah Wood
Elisabeth Shue,Elisabeth Shue
Elissa Knight,Elissa Knight
Elizabeth Banks,Elizabeth Banks
Elizabeth Berrington,Elizabeth Berrington
Elizabeth Debicki,Elizabeth Debicki
Elizabeth Gracen,Elizabeth Gracen
Elizabeth Olsen,Elizabeth Olsen
Ellar Coltrane,Ellar Coltrane
Elle Fanning,Elle Fanning
Ellen Burstyn,Ellen Burstyn
Ellen Page,Ellen Page
Ellie Kemper,Ellie Kemper
Eloise Mumford,Eloise Mumford
Emayatzy Corinealdi,Emayatzy Corinealdi
Emile Hirsch,Emile Hirsch
Emilia Clarke,Emilia Clarke
Emilie de Ravin,Emilie de Ravin
Emily Baldoni,Emily Baldoni
Emily Blunt,Emily Blunt
Emily Browning,Emily Browning
Emily Mortimer,Emily Mortimer
Emily Ratajkowski,Emily Ratajkowski
Emma Bell,Emma Bell
Emma Fitzpatrick,Emma Fitzpatrick
Emma Roberts,Emma Roberts
Emma Stone,Emma Stone
Emma Thompson,Emma Thompson
Emma Watson,Emma Watson
Emmanuelle Chriqui,Emmanuelle Chriqui
Emmy Rossum,Emmy Rossum
Emory Cohen,Emory Cohen
Eric Bana,Eric Bana
Eric Godon,Eric Godon
Eric Stonestreet,Eric Stonestreet
Eric Winter,Eric Winter
Essie Davis,Essie Davis
Ethan Hawke,Ethan Hawke
Ethan Suplee,Ethan Suplee
Eva Green,Eva Green
Eva Mendes,Eva Mendes
Evan Rachel Wood,Evan Rachel Wood
Evangeline Lilly,Evangeline Lilly
Ewa Fr̦ling,Ewa Fr̦ling
Ewan McGregor,Ewan McGregor
Ewen Leslie,Ewen Leslie
Ezra Miller,Ezra Miller
F. Murray Abraham,F. Murray Abraham
Faith Wladyka,Faith Wladyka
Famke Janssen,Famke Janssen
Felicity Jones,Felicity Jones
Filip Berg,Filip Berg
Florence Kastriner,Florence Kastriner
Forest Whitaker,Forest Whitaker
Fran Kranz,Fran Kranz
Francesc Albiol,Francesc Albiol
Frank Langella,Frank Langella
Frank Madigan,Frank Madigan
Fran̤ois Cluzet,Fran̤ois Cluzet
Fred Dalton Thompson,Fred Dalton Thompson
Fred Willard,Fred Willard
Freddie Highmore,Freddie Highmore
Freddy Rodr�_guez,Freddy Rodr�_guez
Freida Pinto,Freida Pinto
Gabourey Sidibe,Gabourey Sidibe
Gabriel Basso,Gabriel Basso
Gabriel Byrne,Gabriel Byrne
Gabriella Wilde,Gabriella Wilde
Gaby Hoffmann,Gaby Hoffmann
Gael Garc�_a Bernal,Gael Garc�_a Bernal
Garret Dillahunt,Garret Dillahunt
Garrett Hedlund,Garrett Hedlund
Garrett M. Brown,Garrett M. Brown
Gary Cole,Gary Cole
Gary Oldman,Gary Oldman
Gattlin Griffith,Gattlin Griffith
Gemma Arterton,Gemma Arterton
Gemma Ward,Gemma Ward
Genesis Rodriguez,Genesis Rodriguez
Geoffrey Arend,Geoffrey Arend
Geoffrey Rush,Geoffrey Rush
George Clooney,George Clooney
George Lopez,George Lopez
Gerard Butler,Gerard Butler
Gerardo Taracena,Gerardo Taracena
Gerry Bednob,Gerry Bednob
Giancarlo Esposito,Giancarlo Esposito
Gil Birmingham,Gil Birmingham
Giovanni Ribisi,Giovanni Ribisi
Golshifteh Farahani,Golshifteh Farahani
Graham McTavish,Graham McTavish
Greg Kinnear,Greg Kinnear
Gregory Jones,Gregory Jones
Guillaume Baillargeon,Guillaume Baillargeon
Guy Pearce,Guy Pearce
Gwyneth Paltrow,Gwyneth Paltrow
Hae-il Park,Hae-il Park
Hailee Steinfeld,Hailee Steinfeld
Haley Bennett,Haley Bennett
Haley Joel Osment,Haley Joel Osment
Halle Berry,Halle Berry
Hans Matheson,Hans Matheson
Harold Perrineau,Harold Perrineau
Harrison Ford,Harrison Ford
Harry Connick Jr.,Harry Connick Jr.
Harvey Keitel,Harvey Keitel
Hayden Christensen,Hayden Christensen
Hayley Atwell,Hayley Atwell
Hayley McElhinney,Hayley McElhinney
Heath Ledger,Heath Ledger
Heather Matarazzo,Heather Matarazzo
Heather Sossaman,Heather Sossaman
Hee-Bong Byun,Hee-Bong Byun
Helen Mirren,Helen Mirren
Helena Bonham Carter,Helena Bonham Carter
Henry Cavill,Henry Cavill
Hilary Swank,Hilary Swank
Hristos Passalis,Hristos Passalis
Hugh Grant,Hugh Grant
Hugh Jackman,Hugh Jackman
Hugh Laurie,Hugh Laurie
Hugo Weaving,Hugo Weaving
Hunter McCracken,Hunter McCracken
Ian Holm,Ian Holm
Ian McKellen,Ian McKellen
Ian McShane,Ian McShane
Ice Cube,Ice Cube
Ida Engvoll,Ida Engvoll
Idina Menzel,Idina Menzel
Idris Elba,Idris Elba
Ike Barinholtz,Ike Barinholtz
Imelda Staunton,Imelda Staunton
Imogen Poots,Imogen Poots
India Eisley,India Eisley
Iris Apatow,Iris Apatow
Irrfan Khan,Irrfan Khan
Isabel Lucas,Isabel Lucas
Isabella Rossellini,Isabella Rossellini
Isabelle Fuhrman,Isabelle Fuhrman
Isabelle N̩lisse,Isabelle N̩lisse
Isaiah Stone,Isaiah Stone
Ivana Baquero,Ivana Baquero
J. Todd Smith,J. Todd Smith
J.K. Simmons,J.K. Simmons
Jack Black,Jack Black
Jack Davenport,Jack Davenport
Jack Huston,Jack Huston
Jack Madigan,Jack Madigan
Jack McBrayer,Jack McBrayer
Jack Nicholson,Jack Nicholson
Jack O'Connell,Jack O'Connell
Jack Reynor,Jack Reynor
Jack Taylor,Jack Taylor
Jacki Weaver,Jacki Weaver
Jackie Chan,Jackie Chan
Jackie Earle Haley,Jackie Earle Haley
Jackson Rathbone,Jackson Rathbone
Jacob Tremblay,Jacob Tremblay
Jaden Smith,Jaden Smith
Jae Head,Jae Head
Jael Elizabeth Steinmeyer,Jael Elizabeth Steinmeyer
Jai Courtney,Jai Courtney
Jaime Winstone,Jaime Winstone
Jake Abel,Jake Abel
Jake Gyllenhaal,Jake Gyllenhaal
Jake Johnson,Jake Johnson
Jamal Woolard,Jamal Woolard
James Badge Dale,James Badge Dale
James Franco,James Franco
James Frecheville,James Frecheville
James Gandolfini,James Gandolfini
James Hamrick,James Hamrick
James Marsden,James Marsden
James Marsters,James Marsters
James McAvoy,James McAvoy
James Ransone,James Ransone
Jamie Bell,Jamie Bell
Jamie Blackley,Jamie Blackley
Jamie Campbell Bower,Jamie Campbell Bower
Jamie Chung,Jamie Chung
Jamie Dornan,Jamie Dornan
Jamie Foxx,Jamie Foxx
Jan Cornet,Jan Cornet
Jane Fonda,Jane Fonda
Jane Levy,Jane Levy
Jane Lynch,Jane Lynch
January Jones,January Jones
Jared Gilman,Jared Gilman
Jared Harris,Jared Harris
Jared Leto,Jared Leto
Jared Padalecki,Jared Padalecki
Jasmine Trinca,Jasmine Trinca
Jason Bateman,Jason Bateman
Jason Biggs,Jason Biggs
Jason Clarke,Jason Clarke
Jason Cope,Jason Cope
Jason Flemyng,Jason Flemyng
Jason Mitchell,Jason Mitchell
Jason Momoa,Jason Momoa
Jason Schwartzman,Jason Schwartzman
Jason Segel,Jason Segel
Jason Statham,Jason Statham
Jason Sudeikis,Jason Sudeikis
Jasper Newell,Jasper Newell
Javier Bardem,Javier Bardem
Jay Baruchel,Jay Baruchel
Jean Reno,Jean Reno
Jean-Claude Van Damme,Jean-Claude Van Damme
Jeff Branson,Jeff Branson
Jeff Bridges,Jeff Bridges
Jeff Daniels,Jeff Daniels
Jeff Garlin,Jeff Garlin
Jeff Kahn,Jeff Kahn
Jeffrey Dean Morgan,Jeffrey Dean Morgan
Jeffrey Wright,Jeffrey Wright
Jelena Gavrilovic,Jelena Gavrilovic
Jemaine Clement,Jemaine Clement
Jemima West,Jemima West
Jena Malone,Jena Malone
Jenna Dewan Tatum,Jenna Dewan Tatum
Jenna Elfman,Jenna Elfman
Jennifer Aniston,Jennifer Aniston
Jennifer Connelly,Jennifer Connelly
Jennifer Ehle,Jennifer Ehle
Jennifer Garner,Jennifer Garner
Jennifer Jason Leigh,Jennifer Jason Leigh
Jennifer Koenig,Jennifer Koenig
Jennifer Lawrence,Jennifer Lawrence
Jennifer Lopez,Jennifer Lopez
Jennifer Morrison,Jennifer Morrison
Jennifer Saunders,Jennifer Saunders
Jeremy Davies,Jeremy Davies
Jeremy Irons,Jeremy Irons
Jeremy McWilliams,Jeremy McWilliams
Jeremy Renner,Jeremy Renner
Jerry Ferrara,Jerry Ferrara
Jerry O'Connell,Jerry O'Connell
Jerry Stiller,Jerry Stiller
Jesse Eisenberg,Jesse Eisenberg
Jesse Plemons,Jesse Plemons
Jessica Alba,Jessica Alba
Jessica Barden,Jessica Barden
Jessica Barth,Jessica Barth
Jessica Biel,Jessica Biel
Jessica Brown Findlay,Jessica Brown Findlay
Jessica Chastain,Jessica Chastain
Jessica Lange,Jessica Lange
Jessica Lucas,Jessica Lucas
Jet Li,Jet Li
Jim Broadbent,Jim Broadbent
Jim Carrey,Jim Carrey
Jim Caviezel,Jim Caviezel
Jim Parsons,Jim Parsons
Jim Sturgess,Jim Sturgess
Joan Allen,Joan Allen
Joan Cusack,Joan Cusack
Joaquin Phoenix,Joaquin Phoenix
Jodie Foster,Jodie Foster
Joe Anderson,Joe Anderson
Joe Manganiello,Joe Manganiello
Joel Courtney,Joel Courtney
Joel David Moore,Joel David Moore
Joel Edgerton,Joel Edgerton
Joel Kinnaman,Joel Kinnaman
Joel McHale,Joel McHale
Joey Lauren Adams,Joey Lauren Adams
Joey Morgan,Joey Morgan
John Alexander,John Alexander
John Boyega,John Boyega
John C. Reilly,John C. Reilly
John Corbett,John Corbett
John Cullum,John Cullum
John Cusack,John Cusack
John D'Leo,John D'Leo
John Doman,John Doman
John Francis Daley,John Francis Daley
John Goodman,John Goodman
John Hawkes,John Hawkes
John Hodgman,John Hodgman
John Hurt,John Hurt
John Leguizamo,John Leguizamo
John Malkovich,John Malkovich
John Ortiz,John Ortiz
John Ratzenberger,John Ratzenberger
John Travolta,John Travolta
John Turturro,John Turturro
Johnny Depp,Johnny Depp
Johnny Simmons,Johnny Simmons
Jon Bernthal,Jon Bernthal
Jon Daly,Jon Daly
Jon Favreau,Jon Favreau
Jon Hamm,Jon Hamm
Jonah Hill,Jonah Hill
Jonathan Daniel Brown,Jonathan Daniel Brown
Jonathan Groff,Jonathan Groff
Jonathan Rhys Meyers,Jonathan Rhys Meyers
Jonathan Roumie,Jonathan Roumie
Jonny Brugh,Jonny Brugh
Jonny Weston,Jonny Weston
Jordan Carlos,Jordan Carlos
Jordan Nagai,Jordan Nagai
Jordana Brewster,Jordana Brewster
Jordi Moll��,Jordi Moll��
Jorge Garcia,Jorge Garcia
Josef Altin,Josef Altin
Joseph Fiennes,Joseph Fiennes
Joseph Gordon-Levitt,Joseph Gordon-Levitt
Joseph Mawle,Joseph Mawle
Josh Brolin,Josh Brolin
Josh Duhamel,Josh Duhamel
Josh Gad,Josh Gad
Josh Hartnett,Josh Hartnett
Josh Hutcherson,Josh Hutcherson
Josh Lucas,Josh Lucas
Josh Peck,Josh Peck
Josh Wiggins,Josh Wiggins
Joshua Leonard,Joshua Leonard
Joshua McIvor,Joshua McIvor
Juan Saavedra,Juan Saavedra
Judah Lewis,Judah Lewis
Jude Law,Jude Law
Judi Dench,Judi Dench
Judy Davis,Judy Davis
Judy Greer,Judy Greer
Julia Ormond,Julia Ormond
Julia Roberts,Julia Roberts
Julia Stiles,Julia Stiles
Julian Richings,Julian Richings
Julianna Margulies,Julianna Margulies
Julianne Hough,Julianne Hough
Julianne Moore,Julianne Moore
Julie Andrews,Julie Andrews
Julie Benz,Julie Benz
Julie Walters,Julie Walters
Juliet Rylance,Juliet Rylance
Juno Temple,Juno Temple
Justice Smith,Justice Smith
Justin Bartha,Justin Bartha
Justin Chatwin,Justin Chatwin
Justin Long,Justin Long
Justin Theroux,Justin Theroux
Justin Timberlake,Justin Timberlake
Justine Waddell,Justine Waddell
Kagiso Kuypers,Kagiso Kuypers
Kang-ho Song,Kang-ho Song
Kara Hayward,Kara Hayward
Karen Allen,Karen Allen
Karen Disher,Karen Disher
Karen Gillan,Karen Gillan
Karin Konoval,Karin Konoval
Karl Glusman,Karl Glusman
Karl Urban,Karl Urban
Karolina Gruszka,Karolina Gruszka
Kat Dennings,Kat Dennings
Kate Beckinsale,Kate Beckinsale
Kate Bosworth,Kate Bosworth
Kate Dickie,Kate Dickie
Kate Hudson,Kate Hudson
Kate Mara,Kate Mara
Kate Upton,Kate Upton
Kate Winslet,Kate Winslet
Katee Sackhoff,Katee Sackhoff
Katherine Heigl,Katherine Heigl
Katherine Waterston,Katherine Waterston
Kathleen Quinlan,Kathleen Quinlan
Kathryn Hahn,Kathryn Hahn
Kathy Baker,Kathy Baker
Kathy Bates,Kathy Bates
Katie Holmes,Katie Holmes
Katy Barker,Katy Barker
Kaya Scodelario,Kaya Scodelario
Keanu Reeves,Keanu Reeves
Keir Gilchrist,Keir Gilchrist
Keira Knightley,Keira Knightley
Keith David,Keith David
Kelly Adams,Kelly Adams
Kelly Macdonald,Kelly Macdonald
Kelly McGillis,Kelly McGillis
Ken Stott,Ken Stott
Ken Watanabe,Ken Watanabe
Kenneth Branagh,Kenneth Branagh
Kenny Wormald,Kenny Wormald
Keri Russell,Keri Russell
Kerry Washington,Kerry Washington
Kevin Bacon,Kevin Bacon
Kevin Chamberlin,Kevin Chamberlin
Kevin Connolly,Kevin Connolly
Kevin Costner,Kevin Costner
Kevin Dillon,Kevin Dillon
Kevin Hart,Kevin Hart
Kevin James,Kevin James
Kevin Kline,Kevin Kline
Kevin Leslie,Kevin Leslie
Kevin McKidd,Kevin McKidd
Kevin Nealon,Kevin Nealon
Kevin Spacey,Kevin Spacey
Kiefer Sutherland,Kiefer Sutherland
Kieran Culkin,Kieran Culkin
Kiernan Shipka,Kiernan Shipka
